Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434540981.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_432697476668500132.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_10273905391493191.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253076233544.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_50595195806632091.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072812863.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_195062227595209571.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253076551171.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_609956343311329870.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074390469.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_299770918965756745.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253080276491.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_914862397872296.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_740912576217121662.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_199002877278297298.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_354306695685105482.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434485613.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071419435.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_390124386482660324.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_927741591989180037.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352440113314.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_320388961001389525.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352446057633.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434474167.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434774691.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253077402358.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_429882726901177593.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435536055.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_492649933417813.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_4503668371668594.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073943278.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434628846.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_592716000929404294.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437442193.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443553081.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071723061.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436184181.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352440693771.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352442457680.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_84653667965894871.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_497929302527951738.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352444249219.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_12947917673347937.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_211174963752765.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070147898.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071037924.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_93942342221570696.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_29766047508116088.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084206497.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_4222193394071832.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_378795018633654710.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071234503.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_97953360637224144.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253088117813.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070027177.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_584693964152524317.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074515362.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074575643.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437482610.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_530650768607097721.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069777691.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_721420434074025900.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_42221315251854661.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435159511.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437952331.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_946178202938273512.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_5277724540430863.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069628785.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437952319.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436538106.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_588916088805448805.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435957381.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069576319.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_693132198930727113.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_298856125286892983.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_11892386512197095.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_519039925816361121.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253076222503.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352438268777.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072338906.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434484889.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434904631.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070002718.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253091835983.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435975493.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_7881368093107406.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253090312623.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352441575978.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072427670.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_453245150010973991.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352438233559.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253083609133.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_54746951690185521.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_27584616456357009.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435066534.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_987695762018271783.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443106471.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253090475346.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437285052.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073945796.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352437550346.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071345729.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_990440143035004990.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434945687.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436396460.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253082831389.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443106470.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_13510867626280757.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436252344.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072328094.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253083312929.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073656480.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_13721973858814945.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_492649931828782.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072207922.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074423941.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069807154.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435957380.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_351912456923326.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253074828279.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436988073.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436290561.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_21251429475595894.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434484888.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352444022763.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_904379168899476891.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072375807.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_830210512590174308.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253089232888.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_501588477227159732.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_11047961579868711.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070172995.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_831266043706041250.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_708965166354340189.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352441365058.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072778871.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069644886.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_346777240077186171.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_492649936308031.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434474560.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352442399572.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084529000.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_775745104591069875.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435410495.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352435871384.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253083342307.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069963834.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071185749.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434484863.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_482025966378415294.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_602849100149720239.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072668519.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072204620.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352439849848.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_1034209501903745772.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253087552733.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253090144769.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_388928117834604108.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_59320920063987950.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_1407443627979904.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434474399.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_474215035780027479.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071516275.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_442549100853510842.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070470554.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253070433337.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072840883.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_39476934228020764.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352434474428.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352440131439.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253083704204.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352443899472.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436247615.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_349521621063037237.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436177949.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253069897427.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_622130136055145029.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_497999671281836348.gif,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253072110404.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253091410769.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_348325352436741050.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253071632804.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_922745411148077486.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_633387440735177.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_18999629656710030.png,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253073861976.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253078026857.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_189151253084883048.jpg,happy-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/happy-face/pinterest_663718063831225632.jpg,happy-face
